uid,years_experience,expected_salary_k,age,weekly_hours,num_applications,gender,job_level,industry,user_active_loc,user_edu,political_affiliation,expected_title,user_skills,education_ordinal,job_level_ordinal,ground_truth_jd_id,user_profile_text
REC_03290,10.0,40.0,34.0,44.3,7.0,Male,Lead,FinTech,Xi'an,High School,Non-affiliated,Fraud Analyst,"Financial Modeling, NetworkX, Payment Gateways, Logistic Regression, Stress Testing, Excel",0.0,4,JD_1564,"Skills: Financial Modeling, NetworkX, Payment Gateways, Logistic Regression, Stress Testing, Excel. Education: High School. Level: Lead. Expected Title: Fraud Analyst. Industry: FinTech"
REC_04075,8.0,46.0,32.0,46.0,10.0,Female,Lead,Real Estate,Hangzhou,Bachelor's,Non-affiliated,PropTech Product Mgr,"3D Modeling, Spatial Databases, Construction Knowledge, BMS Systems, GIS (ArcGIS/QGIS), Data Visualization, Web GIS",1.0,4,JD_1975,"Skills: 3D Modeling, Spatial Databases, Construction Knowledge, BMS Systems, GIS (ArcGIS/QGIS), Data Visualization, Web GIS. Education: Bachelor's. Level: Lead. Expected Title: PropTech Product Mgr. Industry: Real Estate"
REC_03497,12.0,35.0,37.0,50.5,10.0,Male,Senior,FinTech,Changsha,Master's,Non-affiliated,Credit Scorer,"Anomaly Detection, Corporate Finance, Stochastic Calculus, Basel III, Time Series Analysis",2.0,3,JD_1509,"Skills: Anomaly Detection, Corporate Finance, Stochastic Calculus, Basel III, Time Series Analysis. Education: Master's. Level: Senior. Expected Title: Credit Scorer. Industry: FinTech"
REC_00280,13.0,30.0,37.0,34.2,10.0,Female,Lead,Media,Shenzhen,Master's,CPC Candidate,Digital Rights Manager,"RF Engineering, Computer Graphics, Broadcast Engineering, Project Management, Recommendation Systems",2.0,4,JD_0839,"Skills: RF Engineering, Computer Graphics, Broadcast Engineering, Project Management, Recommendation Systems. Education: Master's. Level: Lead. Expected Title: Digital Rights Manager. Industry: Media"
REC_01742,3.0,15.0,26.0,49.8,4.0,Female,Junior,E-Commerce,,High School,Non-affiliated,LTV Analyst,"ERP Systems, Data Visualization, UX Strategy, A/B Testing, NLP",0.0,1,JD_1339,"Skills: ERP Systems, Data Visualization, UX Strategy, A/B Testing, NLP. Education: High School. Level: Junior. Expected Title: LTV Analyst. Industry: E-Commerce"
REC_04625,5.0,38.0,32.0,36.8,7.0,Male,Senior,E-Commerce,Beijing,Master's,Non-affiliated,Digital Marketer,"Google Analytics, Data Governance, Optimizely, A/B Testing, Taxonomy",2.0,3,JD_1413,"Skills: Google Analytics, Data Governance, Optimizely, A/B Testing, Taxonomy. Education: Master's. Level: Senior. Expected Title: Digital Marketer. Industry: E-Commerce"
REC_02887,2.0,15.0,29.0,47.9,13.0,Male,Junior,Logistics,Chengdu,Master's,,IoT Telemetry Analyst,"Analytical Skills, OR-Tools, Supply Chain Law, Logistics Planning, Time Series Forecasting, Vendor Management, Kafka",2.0,1,JD_1593,"Skills: Analytical Skills, OR-Tools, Supply Chain Law, Logistics Planning, Time Series Forecasting, Vendor Management, Kafka. Education: Master's. Level: Junior. Expected Title: IoT Telemetry Analyst. Industry: Logistics"
REC_01942,5.0,20.0,29.0,,7.0,Male,Mid-level,E-Commerce,Xi'an,Bachelor's,Non-affiliated,Supply Chain Planner,"Web Analytics, A/B Testing, HTML/CSS, Data Governance, Customer Analytics, UX Strategy, ROS",1.0,2,JD_0172,"Skills: Web Analytics, A/B Testing, HTML/CSS, Data Governance, Customer Analytics, UX Strategy, ROS. Education: Bachelor's. Level: Mid-level. Expected Title: Supply Chain Planner. Industry: E-Commerce"
REC_00101,0.0,13.0,28.0,46.9,11.0,Female,Junior,Healthcare,Xi'an,Bachelor's,Non-affiliated,Biostatistician,"Data Privacy, Legal Standards, SQL, Mobile Development, EHR/EMR Systems, Bioconductor, System Architecture",1.0,1,JD_0156,"Skills: Data Privacy, Legal Standards, SQL, Mobile Development, EHR/EMR Systems, Bioconductor, System Architecture. Education: Bachelor's. Level: Junior. Expected Title: Biostatistician. Industry: Healthcare"
REC_02805,5.0,27.0,29.0,46.4,13.0,Female,Mid-level,FinTech,Xi'an,Bachelor's,Non-affiliated,Compliance Officer,"NetworkX, Algorithmic Trading, Python, Solidity, Fraud Detection, SQL, Risk Assessment, PCI-DSS",1.0,2,JD_0339,"Skills: NetworkX, Algorithmic Trading, Python, Solidity, Fraud Detection, SQL, Risk Assessment, PCI-DSS. Education: Bachelor's. Level: Mid-level. Expected Title: Compliance Officer. Industry: FinTech"
REC_03571,7.0,27.0,34.0,52.5,7.0,Male,Senior,Gaming,Wuhan,Bachelor's,CPC Member,Engine Graphics Dev,"Assembly, Cybersecurity, 3D Math, Scripting (Lua/Python), DirectX/Vulkan, Machine Learning, Logic Design",1.0,3,JD_0558,"Skills: Assembly, Cybersecurity, 3D Math, Scripting (Lua/Python), DirectX/Vulkan, Machine Learning, Logic Design. Education: Bachelor's. Level: Senior. Expected Title: Engine Graphics Dev. Industry: Gaming"
REC_03685,14.0,26.0,35.0,,9.0,Female,Lead,Telecom,Tianjin,,Democratic Party Member,5G Network Architect,"Networking (QoS), Troubleshooting, SQL, Safety Compliance, Technical Writing, Infrastructure",,4,JD_1738,"Skills: Networking (QoS), Troubleshooting, SQL, Safety Compliance, Technical Writing, Infrastructure. Education: . Level: Lead. Expected Title: 5G Network Architect. Industry: Telecom"
REC_03662,10.0,35.0,33.0,39.5,9.0,Female,Senior,Manufacturing,Wuhan,Bachelor's,CPC Member,Materials Scientist,"Risk Management, IoT, Supply Chain Mapping, Six Sigma Black Belt, Signal Processing",1.0,3,JD_1585,"Skills: Risk Management, IoT, Supply Chain Mapping, Six Sigma Black Belt, Signal Processing. Education: Bachelor's. Level: Senior. Expected Title: Materials Scientist. Industry: Manufacturing"
REC_00531,9.0,40.0,32.0,48.7,8.0,Male,Senior,FinTech,Zhengzhou,Master's,Non-affiliated,Quantitative Specialist,"Fraud Detection, Actuarial Modeling, System Architecture, Algorithmic Trading, Solidity, Go, Basel III",2.0,3,JD_0282,"Skills: Fraud Detection, Actuarial Modeling, System Architecture, Algorithmic Trading, Solidity, Go, Basel III. Education: Master's. Level: Senior. Expected Title: Quantitative Specialist. Industry: FinTech"
REC_01887,11.0,40.0,38.0,41.1,4.0,Male,Lead,E-Commerce,Guangzhou,Bachelor's,Non-affiliated,Search Relevance Engineer,"Vector Databases, UX Strategy, C++, Copywriting, Machine Learning",1.0,4,JD_0180,"Skills: Vector Databases, UX Strategy, C++, Copywriting, Machine Learning. Education: Bachelor's. Level: Lead. Expected Title: Search Relevance Engineer. Industry: E-Commerce"
REC_00682,3.0,10.0,27.0,56.8,7.0,Male,Junior,Media,Changsha,Bachelor's,Non-affiliated,Sound Engine Dev,"Houdini/Maya, AR/VR Tech, FFmpeg, PyTorch, Communication, Audio Programming, High Throughput, System Architecture",1.0,1,JD_0252,"Skills: Houdini/Maya, AR/VR Tech, FFmpeg, PyTorch, Communication, Audio Programming, High Throughput, System Architecture. Education: Bachelor's. Level: Junior. Expected Title: Sound Engine Dev. Industry: Media"
REC_03795,2.0,15.0,24.0,48.3,7.0,Male,Junior,Energy,Suzhou,,Non-affiliated,Utility Data Scientist,"SQL, Environmental Comp, Environmental Science, SCADA, Operations Management, Leadership, Power System Dynamics",,1,JD_0296,"Skills: SQL, Environmental Comp, Environmental Science, SCADA, Operations Management, Leadership, Power System Dynamics. Education: . Level: Junior. Expected Title: Utility Data Scientist. Industry: Energy"
REC_03945,12.0,30.0,39.0,,5.0,Female,Manager,FinTech,Chengdu,Bachelor's,CPC Member,Quantitative Analyst,"Go, Fraud Detection, Stress Testing, Ethereum, Valuation, Time Series Analysis",1.0,5,JD_1155,"Skills: Go, Fraud Detection, Stress Testing, Ethereum, Valuation, Time Series Analysis. Education: Bachelor's. Level: Manager. Expected Title: Quantitative Analyst. Industry: FinTech"
REC_04667,5.0,26.0,29.0,43.9,7.0,Male,Mid-level,Gaming,Chengdu,Bachelor's,Non-affiliated,Behavior Researcher,"C/C++, Game Engines, Logic Design, Reverse Engineering, Excel, 3D Math, Project Management",1.0,2,JD_0135,"Skills: C/C++, Game Engines, Logic Design, Reverse Engineering, Excel, 3D Math, Project Management. Education: Bachelor's. Level: Mid-level. Expected Title: Behavior Researcher. Industry: Gaming"
REC_02019,7.0,35.0,29.0,47.3,9.0,Male,Lead,Gaming,Shenzhen,Master's,Non-affiliated,Economy Designer,"Unreal Engine, User Research, Reverse Engineering, Assembly, Economy Modeling, Network Programming, Adobe Suite",2.0,4,JD_1138,"Skills: Unreal Engine, User Research, Reverse Engineering, Assembly, Economy Modeling, Network Programming, Adobe Suite. Education: Master's. Level: Lead. Expected Title: Economy Designer. Industry: Gaming"
REC_01097,7.0,25.0,34.0,47.7,9.0,Male,Lead,E-Commerce,Wuhan,Master's,Non-affiliated,Growth Hacker,"UX Strategy, Learning to Rank, Python, Warehouse Management Systems, Optimizely",2.0,4,JD_0536,"Skills: UX Strategy, Learning to Rank, Python, Warehouse Management Systems, Optimizely. Education: Master's. Level: Lead. Expected Title: Growth Hacker. Industry: E-Commerce"
REC_00830,12.0,55.0,38.0,51.0,9.0,Male,Manager,FinTech,Tianjin,Master's,CPC Member,Blockchain Developer,"Statistical Theory, Stochastic Calculus, Auditing, Actuarial Modeling, Cryptography, Quantitative Finance, Go, M&A",2.0,5,JD_0222,"Skills: Statistical Theory, Stochastic Calculus, Auditing, Actuarial Modeling, Cryptography, Quantitative Finance, Go, M&A. Education: Master's. Level: Manager. Expected Title: Blockchain Developer. Industry: FinTech"
REC_02806,6.0,35.0,29.0,45.4,11.0,Female,Senior,Telecom,Beijing,Ph.D.,CPC Candidate,Optimization RF Eng,"Signal Processing, Java, Excel, Microservices, API Development, Cloud Computing, RF Engineering",3.0,3,JD_1271,"Skills: Signal Processing, Java, Excel, Microservices, API Development, Cloud Computing, RF Engineering. Education: Ph.D.. Level: Senior. Expected Title: Optimization RF Eng. Industry: Telecom"
REC_03830,2.0,10.0,25.0,52.9,10.0,Male,Junior,Media,Hangzhou,Master's,Non-affiliated,Social Strategist,"Tableau, Video Routing, Audience Segmentation, Budgeting, Audio Programming, Pipeline Development, AdTech (OpenRTB), Broadcast Engineering",2.0,1,JD_0252,"Skills: Tableau, Video Routing, Audience Segmentation, Budgeting, Audio Programming, Pipeline Development, AdTech (OpenRTB), Broadcast Engineering. Education: Master's. Level: Junior. Expected Title: Social Strategist. Industry: Media"
REC_04382,3.0,10.0,29.0,44.3,6.0,Female,Junior,Real Estate,Shanghai,Master's,Non-affiliated,RE Portfolio Strategist,"Valuation, BIM Coordination, AutoCAD, Construction Knowledge, BMS Systems, Data Analysis, Python (GeoPandas), Procore",2.0,1,JD_1216,"Skills: Valuation, BIM Coordination, AutoCAD, Construction Knowledge, BMS Systems, Data Analysis, Python (GeoPandas), Procore. Education: Master's. Level: Junior. Expected Title: RE Portfolio Strategist. Industry: Real Estate"
REC_03892,7.0,20.0,31.0,44.3,14.0,Female,Senior,FinTech,Wuhan,Bachelor's,,Blockchain Developer,"M&A, System Architecture, SAS, Algorithmic Trading, AML/KYC, Payment Gateways, Valuation",1.0,3,JD_1631,"Skills: M&A, System Architecture, SAS, Algorithmic Trading, AML/KYC, Payment Gateways, Valuation. Education: Bachelor's. Level: Senior. Expected Title: Blockchain Developer. Industry: FinTech"
REC_00765,0.0,18.0,25.0,37.6,11.0,Female,Junior,Gaming,Nanjing,Bachelor's,Non-affiliated,Gameplay Programmer,"Shader Programming, UI/UX Design, Narrative Design, Computer Graphics, Go, Cloud Architecture (AWS), Data Visualization",1.0,1,JD_1988,"Skills: Shader Programming, UI/UX Design, Narrative Design, Computer Graphics, Go, Cloud Architecture (AWS), Data Visualization. Education: Bachelor's. Level: Junior. Expected Title: Gameplay Programmer. Industry: Gaming"
REC_02768,3.0,10.0,27.0,44.4,7.0,Male,Junior,Gaming,Zhengzhou,Bachelor's,Non-affiliated,Anti-Cheat Engineer,"Machine Learning, Scripting (Lua/Python), Monetization Strategy, Economy Modeling, DirectX/Vulkan",1.0,1,JD_0780,"Skills: Machine Learning, Scripting (Lua/Python), Monetization Strategy, Economy Modeling, DirectX/Vulkan. Education: Bachelor's. Level: Junior. Expected Title: Anti-Cheat Engineer. Industry: Gaming"
REC_04329,2.0,15.0,28.0,39.6,9.0,Female,Junior,Energy,Hangzhou,Bachelor's,CPC Candidate,Power Plant Manager,"SQL, ESG Reporting, MATLAB/Simulink, Power System Dynamics, Data Analysis, Decline Curve Analysis, PSCAD/PSS®E, Big Data (Spark)",1.0,1,JD_0296,"Skills: SQL, ESG Reporting, MATLAB/Simulink, Power System Dynamics, Data Analysis, Decline Curve Analysis, PSCAD/PSS®E, Big Data (Spark). Education: Bachelor's. Level: Junior. Expected Title: Power Plant Manager. Industry: Energy"
REC_03296,8.0,41.0,31.0,36.2,2.0,Male,Lead,Education Technology,Changsha,Bachelor's,,Designer Instructional,"Survey Design, Database Design, Communication, Data Analysis, Operations Management, Java/C#",1.0,4,JD_1641,"Skills: Survey Design, Database Design, Communication, Data Analysis, Operations Management, Java/C#. Education: Bachelor's. Level: Lead. Expected Title: Designer Instructional. Industry: Education Technology"
REC_02195,2.0,14.0,26.0,,8.0,Female,Mid-level,FinTech,Chongqing,Master's,CPC Member,Investment Banker,"Microservices, Basel III, PCI-DSS, Solidity, Payment Gateways, Logistic Regression, Kdb+/Q, Market Microstructure",2.0,2,JD_0303,"Skills: Microservices, Basel III, PCI-DSS, Solidity, Payment Gateways, Logistic Regression, Kdb+/Q, Market Microstructure. Education: Master's. Level: Mid-level. Expected Title: Investment Banker. Industry: FinTech"
REC_02358,14.0,25.0,42.0,41.9,8.0,Male,Lead,Media,Xi'an,Master's,Non-affiliated,AdTech Systems Arch,"Copyright Law, Social Media Analytics, PyTorch, System Architecture, Project Management, Recommendation Systems, High Throughput, Networking",2.0,4,JD_0995,"Skills: Copyright Law, Social Media Analytics, PyTorch, System Architecture, Project Management, Recommendation Systems, High Throughput, Networking. Education: Master's. Level: Lead. Expected Title: AdTech Systems Arch. Industry: Media"
REC_03426,,40.0,42.0,58.4,5.0,Male,Manager,Retail,Chongqing,Master's,Non-affiliated,Merchandiser Visual,"Data Analysis, SQL, Networking, POS Architecture, Vendor Management, Data Visualization, Retail Math, Physical Security",2.0,5,JD_1620,"Skills: Data Analysis, SQL, Networking, POS Architecture, Vendor Management, Data Visualization, Retail Math, Physical Security. Education: Master's. Level: Manager. Expected Title: Merchandiser Visual. Industry: Retail"
REC_03980,14.0,47.0,38.0,38.8,7.0,Female,Lead,Telecom,Shenzhen,Bachelor's,CPC Member,VoIP Admin,"Networking (QoS), API Development, DDoS Mitigation, Troubleshooting, Technical Writing, Data Analysis, Telecom Fundamentals, Excel",1.0,4,JD_0197,"Skills: Networking (QoS), API Development, DDoS Mitigation, Troubleshooting, Technical Writing, Data Analysis, Telecom Fundamentals, Excel. Education: Bachelor's. Level: Lead. Expected Title: VoIP Admin. Industry: Telecom"
REC_00912,10.0,30.0,30.0,42.5,8.0,Male,Lead,E-Commerce,Shenzhen,Master's,Non-affiliated,Conversion Optimizer,"Taxonomy, SEO/SEM, Vector Databases, HTML/CSS, Customer Analytics, PIM systems, Elasticsearch",2.0,4,JD_0952,"Skills: Taxonomy, SEO/SEM, Vector Databases, HTML/CSS, Customer Analytics, PIM systems, Elasticsearch. Education: Master's. Level: Lead. Expected Title: Conversion Optimizer. Industry: E-Commerce"
REC_03146,8.0,25.0,,31.5,6.0,Male,Senior,Healthcare,Wuhan,,CPC Member,Genomic Data Specialist,"System Architecture, GATK, PyTorch, Network Security, IoT Integration, SAS",,3,JD_1175,"Skills: System Architecture, GATK, PyTorch, Network Security, IoT Integration, SAS. Education: . Level: Senior. Expected Title: Genomic Data Specialist. Industry: Healthcare"
REC_01000,3.0,10.0,26.0,44.6,13.0,Female,Junior,Real Estate,Changsha,Bachelor's,CPC Member,Project Controller,"BMS Systems, Web GIS, Cartography, Risk Modeling, Data Visualization",1.0,1,JD_1216,"Skills: BMS Systems, Web GIS, Cartography, Risk Modeling, Data Visualization. Education: Bachelor's. Level: Junior. Expected Title: Project Controller. Industry: Real Estate"
REC_03654,0.0,15.0,24.0,43.2,5.0,Male,Junior,Education Technology,Chengdu,Master's,CPC Member,Instructional Designer,"System Architecture, Multimedia, Agile/Scrum, Psychometrics, Usability Testing, NLP, Operations Management, Algorithm Design",2.0,1,JD_1492,"Skills: System Architecture, Multimedia, Agile/Scrum, Psychometrics, Usability Testing, NLP, Operations Management, Algorithm Design. Education: Master's. Level: Junior. Expected Title: Instructional Designer. Industry: Education Technology"
REC_02484,10.0,,,47.5,6.0,Female,Senior,Manufacturing,Suzhou,Master's,Non-affiliated,Lean Six Sigma Lead,"Automation, Lean Manufacturing, Edge Computing, MQTT/OPC-UA, Change Management",2.0,3,JD_0069,"Skills: Automation, Lean Manufacturing, Edge Computing, MQTT/OPC-UA, Change Management. Education: Master's. Level: Senior. Expected Title: Lean Six Sigma Lead. Industry: Manufacturing"
REC_04077,3.0,15.0,32.0,41.0,11.0,Female,Mid-level,Manufacturing,Wuhan,Master's,,Predictive Maint Eng,"Spectroscopy, Project Management, Industrial Networks, MQTT/OPC-UA, Risk Management, Quality Assurance",2.0,2,JD_0714,"Skills: Spectroscopy, Project Management, Industrial Networks, MQTT/OPC-UA, Risk Management, Quality Assurance. Education: Master's. Level: Mid-level. Expected Title: Predictive Maint Eng. Industry: Manufacturing"
REC_02371,10.0,40.0,36.0,37.3,10.0,Female,Senior,Telecom,,Bachelor's,Non-affiliated,Processing Signal Eng,"5G Architecture, SIP/VoIP, GIS (ArcGIS/QGIS), SBC Config, Safety Compliance, Telecom Standards",1.0,3,JD_0380,"Skills: 5G Architecture, SIP/VoIP, GIS (ArcGIS/QGIS), SBC Config, Safety Compliance, Telecom Standards. Education: Bachelor's. Level: Senior. Expected Title: Processing Signal Eng. Industry: Telecom"
REC_04839,1.0,15.0,28.0,39.8,3.0,Female,Junior,Education Technology,Tianjin,High School,,Curriculum Data Scientist,"Scheduling Algorithms, System Architecture, Pedagogy, UI/UX Design, User Research, Machine Learning, Game Design, Educational Data Mining",0.0,1,JD_1492,"Skills: Scheduling Algorithms, System Architecture, Pedagogy, UI/UX Design, User Research, Machine Learning, Game Design, Educational Data Mining. Education: High School. Level: Junior. Expected Title: Curriculum Data Scientist. Industry: Education Technology"
